Singer,FM,Title,Lyrics,AppleMusicYear,SongReleaseYear,DebutYear,Active,Subject,Persona,imageURL,id
SHINee (샤이니),남성,Lucifer,"숨을 곳도 찾지 못해
나는 피하려고 애써봐도
거부조차 할 수 없는
네게 갇혀버린 나
사랑이었다면 정말 사랑했던 거라면
내게 이러지는 말아
Her whisper is the LUCIFER
나를 묶고 가둔다면
사랑도 묶인 채 미래도 묶인 채
커질 수 없는데
자유롭게 비워놓고 바라봐
오직 너만 채울게
너만 가득 채울게
거부 할 수 없는 너의 마력은 LUCIFER
거부 할 수 없는 너의 마법은 LUCIFER
다가서면 너는 마치 천사 같은 얼굴로
나를 사는 이유라 말하고 말하고
너를 처음 봤을 때
짧은 순간 멈춰버렸지
누가 마치 내 심장을 꽉 쥔 채
놓지 않는 것처럼 아직까지도
너는 그렇게 내 맘을
다 다 다 다 다 다 가져놓고
니가 없으면 내 맘이
다 타버리게 만든다
나를 묶고 가둔다면
사랑도 묶인 채 미래도 묶인 채
커질 수 없는데
자유롭게 비워놓고 바라봐
오직 너만 채울게
너만 가득 채울게
Loverhollic Robotronic
Loverhollic Robotronic
너와 같이 나눈 사랑얘기들
나랑 같은 곳을 바라보는 너
우리 더 이상은
완벽해질 수 없다고 느꼈을 때
나만 쳐다봐
너는 더 더 더 더 더 더 더 나를 원해
나만 바라봐
모든 게 게 게 게 게 게 게 니가 중심
언제부턴가 나 조금씩 잘못된 것 같아
이상한 너
날 알던 사람들 모두
하나 둘씩 곁을 떠나
난 가진 게 너뿐이고
나를 묶고 가둔다면
사랑도 묶인 채 미래도 묶인 채
커질 수 없는데
자유롭게 비워놓고 바라봐
오직 너만 채울게
너만 가득 채울게
마치 유리성에 갇혀버린
피에로만 된 것 같아
절대 만족 없는 너를 위해
춤을 추는 나
훤히 들여다보고
뇌를 만져 바보 된 것 같아
난 점점 네게 끌려가는 것만 같은데
Loverhollic Robotronic
Loverhollic Robotronic
니가 미운 건 아냐 싫단 것도 아냐
단지 그런 눈빛이 부담일 뿐
어디 안가 이렇게
난 너만 바라보고 기다려 왔잖아
너의 눈빛이 날 사로잡다
날이 갈수록 날카로워졌다
너의 집착에 지쳤다 많이 베었다
맘에 피가 난다
나 쓰러질 쯤 되면 다가와서
천사같이 사랑해란 말
누가 진짜 너였는지 알다가도
햇갈리게 만든다
나를 묶고 가둔다면
사랑도 묶인 채 미래도 묶인 채
커질 수 없는데
자유롭게 비워놓고 바라봐
오직 너만 채울게
너만 가득 채울게
마치 유리성에 갇혀버린
피에로만 된 것 같아
나를 냅둬 자유로워 질 때
너를 진짜 사랑할 수 있고
훤히 들여다보고
뇌를 만져 바보 된 것 같아
나를 냅둬 질리게도 말고
너를 진짜 바라볼 수 있게
나를 묶고 가둔다면
사랑도 묶인 채 미래도 묶인 채
커질 수 없는데
Loverhollic Robotronic
Loverhollic Robotronic
거부할 수 없는 너의 마력은 LUCIFER",2010,2010,2008,0.3548387097,0.2222222222,순종자,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/2a/fd/d3/2afdd3a5-d6bd-4a95-87dc-dab7d8aedb1c/asset.jpg/592x592bb.webp,273
장나라,여성,기도 (Last Pray),"제발 이러지 말아요 나도 데리고 가요
그대 언제 나를 혼자 남겨둔 적 있나요
다신 울지 않을께 곁에 있어만 줘요
난 아직 그대 놓아줄 수가 없어요
떠나면 안 돼요 내가 그댈 지켜줄께요
이렇게 아파도 내 곁에 그대여야해요
이러지 말아요 제발 내게 기회를 줘요
더 이상 버틸 수 없다 해도 나 그대여야해요

참 나쁜 사람이죠 항상 투정만 부리네요
이젠 갈 수있게 편히 쉴 수있게
보내주지 못하는 나 
떠나면 안 돼요 내가 그댈 지켜줄께요
더 이상 버틸 수 없다 해도 나 그대여야해요
이러지 말아요 제발 내게 기회를 줘요
그대의 미안하단 쉬운말로
난 보내줄 수 없어요
난 그대여야 해요",2004,2003,2001,0.3529411765,0.1176470588,약한 자아,https://is4-ssl.mzstatic.com/image/thumb/Music124/v4/36/f2/e9/36f2e97a-e041-e564-6c86-171f9583ec1b/8809784677154.jpg/592x592bb.webp,274
SHINee (샤이니),남성,Dream Girl,"SHINee's Back
어디서부터 시작됐는지
그게 중요한 게 아냐
지금 내 눈엔 너무 완벽한
네 모습만 보이는 걸
회색 빛 이 세상에
네 입술만 붉게 빛나
입을 맞추려던 그 순간
또 꿈에서 깨네 에
아직도 네 얼굴이
이렇게 생생한데
잡았던 손의 온기가
이렇게 따스한데
밤이면 내게 다가와
아침이 되면 사라져
매일 이렇게 똑같이
너를 보낼 순 없는데
Baby
모두 꿈인 걸 알지만
Baby
오 제발 날 떠나지 말아
Dream Girl
손에 잡힐 듯 잡히지 않는
Dream Girl
매일 밤 이렇게 널 기다려
Dream Girl
달콤히 사랑을 속삭이고
아침이 되면 사라질
Dream Girl
잠깐만 멈춰서
이건 꿈이 아닌데
눈부신 그 미소
이건 네가 확실해
심장이 날 시켜
몰래 너를 따라가
코너를 돈 순간
꿈처럼 넌 사라져 Oh
꿈 속의 네 얼굴이
매일 밤 똑같은데
좀 더 가까워질 때도
이젠 된 것 같은데
살짝 미소만 흘리고
그대로 너는 사라져
매일 이렇게 똑같이
너를 보낼 순 없는데
Baby
모두 꿈인 걸 알지만
Baby
오 제발 날 떠나지 말아
Dream Girl
손에 잡힐 듯 잡히지 않는
Dream Girl
매일 밤 이렇게 널 기다려
Dream Girl
달콤히 사랑을 속삭이고
아침이 되면 사라질
Dream Girl
너 없는 하루가 두려워
내일이면 또 잊겠지만
애타게 붙잡아봐도
아무런 약속 없이
넌 내 곁을 떠나
그대 눈빛 그대 입술 보는 느낌
You're so beautiful
한 순간도 네게 눈을 뗄 수 없어
그 어떤 표현도 너한테는 뺄 수 없어
머리부터 발끝까지 그댄
One and only girl
하나부터 백까지 부드럽게 대하지
그대가 날 택하는 날에
이 세상은 Stop
You're my world
Dream Girl
손에 잡힐 듯 잡히지 않는
Dream Girl
매일 밤 이렇게 널 기다려
Dream Girl
달콤히 사랑을 속삭이고
아침이 되면 사라질
Dream Girl
Dream Girl
손에 잡힐 듯 잡히지 않는
Dream Girl
매일 밤 이렇게 널 기다려
Dream Girl
우리의 사랑을 기억하고
밤이 깊으면 찾아올
Dream Girl",2013,2013,2008,0.3522727273,0.3793103448,순정파,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/80/54/fc/8054fc85-f3cb-f53f-2fd2-75a722886573/SHINee_03A.jpg/592x592bb.webp,275
레인보우,여성,A,"A AAA A AAA A AAA
just U'r collection line
ez acess line
스스로 매인 A A A A
그렇게 갇혀서 쌓인
니 깊숙히 패인
NA NA NA
그저 감출 뿐이야
허술한 포장에
훌쩍 숨겨버린
너의 현란한 스타일
허울좋은 허상 일뿐
진실이 될 수 없어
널 내리 누르고 또 조르고
뭘 모르고 또 바라고 있어
A oh oh oh oh oh oh oh woo
just A A oh oh oh oh oh
oh oh woo
그게 흔하니 사랑이 흔하니
쉽게 다 change a love
갈아타 갈아타 oh
적어도 너만은 세상에 너만은
소중히 여길 수 있길 있길
just U'r collection line
ez acess line
스스로 매인 A A A A
그렇게 갇혀서 쌓인
니 깊숙히 패인
NA NA NA Oh
Oh woo
A oh oh oh oh oh oh oh woo
just A A oh oh oh oh oh
oh oh woo
그저 서툴 뿐이야
두꺼운 화장에
한껏 묻혀버린
너의 진실된 맘
매일 같은 위선일뿐
영원히 갈 수 없어
널 내리 누르고 또 조르고
뭘 모르고 또 바라고 있어
love 그게 흔하니
그게 흔하니 사랑이 흔하니
쉽게 다 change a love
갈아타 갈아타 oh
적어도 너만은 세상에 너만은
소중히 여길 수 있길 있길
just U'r collection line
ez acess line
스스로 매인 A A A A
그렇게 갇혀서 쌓인
니 깊숙히 패인
NA NA NA Oh
똑바로 나를 바라보라고
가면은 버려 가라가라고
네가 원하는걸 말해보라고
난 달라 좀 달라 넌 몰라
내 색깔은 레인보우
진실에 목 메인 girl
love is pain 지금 넌 부족해
가식이 진실을 진실이 가식을
수백번 덮어서 눈을 멀게 하잖아
적어도 너만은 그래도 너만은
똑바로 날 바라 보길 보길
적어도 너만은 세상에 너만은
소중히 여길 수 있길 있길
just U'r collection line
ez acess line
스스로 매인 A A A A
그렇게 갇혀서 쌓인
니 깊숙히 패인
NA NA NA Oh",2010,2010,2009,0.3472222222,0.4545454545,순정파,https://is5-ssl.mzstatic.com/image/thumb/Music125/v4/bd/4b/d3/bd4bd31d-0bcf-a29c-9cf0-f10fbac4eeb6/cover-_A_Digital_Single.jpg/592x592bb.webp,276
미쓰에이,여성,Bad Girl Good Girl,"You don't know me

You don't know me

You don't know me

You don't know me

So shut off boy

So shut off boy

So shut off boy

So shut off shut off

앞에선 한마디도 못하더니

뒤에선 내 얘길 안 좋게 해

참 어이가 없어

Hello hello hello

나 같은 여잔 처음

으로 으로 으로

본 것 같은데 왜 나를 판단하니

내가 혹시 두려운 거니

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

이런 옷 이런 머리 모양으로

이런 춤을 추는 여자는 뻔해

하 네가 더 뻔해

Hello hello hello

자신 없으면 저

뒤로 뒤로 뒤로

물러서면 되지 왜 자꾸 떠드니

네 속이 훤히 보이는 건 아니

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

날 감당 할 수 있는 남잘 찾아요

진짜 남자를 찾아요

말로만 남자다운 척할 남자 말고

날 불안해 하지 않을 남잔 없나요

자신감이 넘쳐서

내가 나일 수 있게

자유롭게 두고 멀리서 바라보는

겉으론 Bad girl

속으론 Good girl

나를 잘 알지도 못하면서

내 겉모습만 보면서

한심한 여자로 보는

너의 시선이 난 너무나 웃겨

춤출 땐 Bad girl

사랑은 Good girl

춤추는 내 모습을 볼 때는

넋을 놓고 보고서는

끝나니 손가락질하는

그 위선이 난 너무나 웃겨

You don't know me

You don't know me

You don't know me

You don't know me

So shut off boy

So shut off boy

So shut off boy

So shut off shut off",2010,2010,2010,0.3466666667,0.3658536585,강한 자아,https://is3-ssl.mzstatic.com/image/thumb/Music122/v4/80/f0/e7/80f0e7e6-cdd5-8663-57f3-8c4deb19cd8d/94922034908.jpg/592x592bb.webp,277
애프터스쿨,여성,너 때문에,"아직도 나 그대를 잊지 못해
I never forget boy
I never forget boy
헤어진지 벌써 몇년이
지났는지 몰라
그대 생각만하면 자꾸
눈물만 흘러
오늘따라 왜 그렇게 네가
보고플까
창 밖의 빗소리가 내 맘을
흔들어놔
사랑하지 말걸 그랬어
정주지 말걸 그랬어
붙잡지말걸 그랬어
왜 이렇게 나 혼자 아파
사랑하지 말걸 그랬어
정주지 말걸 그랬어
붙잡지말걸 그랬어
왜 이렇게 나 혼자 아파
난 항상
너만의 장미가 되려던
내 맘을 아니
이제 조각난 사랑의
마침표가 됐다는걸
눈물이 밀려와 메마른
입술이 젖어
이제 어떡해 그댈
잊을 수 없어
너 때문에 많이도 울었어
너 때문에 많이도 웃었어
너 때문에 사랑을 믿었어
너 때문에 너 때문에
모두 다 잃었어
정말 답답답해 갑갑갑해
막막막해
너 없는 세상이
내 말을 씹어놓고
자존심 짓밟아놓고
내 맘을 찢어놓고
왜 나를 떠나가
그날도 비가 왔었지
한참을 그댄 말없이
나를 바라보기만 했어어어어
흔들리는 눈빛과 애써
짓는 어색한 미소가
이별을 얘기해줘줘줘줘
사랑하지 말걸 그랬어
정주지 말걸 그랬어
붙잡지말걸 그랬어
왜 이렇게 나 혼자 아파
사랑하지 말걸 그랬어
정주지 말걸 그랬어
붙잡지말걸 그랬어
왜 이렇게 나 혼자 아파
나보고 떠나라고 할 땐 언제고
떠난다니까 어쩌고
미친 사람 취급만해
정말 힘들어 boy slow down
아무런 말도 못한 채 울어
cause I want to stay
next to u my luv is true
wanna go back 2 when
I was with u
너 때문에 많이도 울었어
너 때문에 많이도 웃었어
너 때문에 사랑을 믿었어
너 때문에 너 때문에
모두 다 잃었어
정말 답답답해 갑갑갑해
막막막해
너 없는 세상이
내 말을 씹어놓고
자존심 짓밟아놓고
내 맘을 찢어놓고
왜 나를 떠나가
I need u
꿈속에선 아직도
I'm wit u
I miss u I need u
시간을 되돌려
wanna kiss u again ma boy
맘이 너무 아픈데
견디기 괴로운데
너는 어디서 뭘하니
나 울었어 참 많이
너 없인 난 못살어
내게로 돌아와줘 날 떠나가지마
너 때문에 많이도 울었어
너 때문에 많이도 웃었어
너 때문에 사랑을 믿었어
너 때문에 너 때문에
모두다 잃었어
정말 답답답해 갑갑갑해
막막막해
너 없는 세상이
내 말을 씹어놓고
자존심 짓밟아놓고
내 맘을 찢어놓고
왜 나를 떠나가",2010,2009,2009,0.3434343434,0.5666666667,약한 자아,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/76/6e/f9/766ef930-b69b-348f-75cd-bd23553e1289/cover_KM0000394_1.jpg/592x592bb.webp,278
수지 (Suzy),여성,Yes No Maybe,"받지마 알잖아 목소릴 들으면
분명히 내 맘이 또 다시 흔들려
잠깐만 얘기만
나누려 했지만 했지만
Yes no maybe
도대체 내 맘이 뭔지
다신 너를 안 보려 해도
또 너에게 가고 있어
이젠 no more baby
이러는 나를 난 hate me
너를 안 볼 수가 없어
그런데 볼 수도 없어
Yes no no yes no
No yes yes no yes
가지마 돌아가 만나면
알잖아 또 빠져들어가
Yes no maybe
도대체 내 맘이 뭔지
다신 너를 안 보려 해도
또 너에게 가고 있어
이젠 no more baby
이러는 나를 난 hate me
너를 안 볼 수가 없어
그런데 볼 수도 없어
언제까지 이럴 순 없잖아
끝이 뻔한 길을
계속 걸어갈 수는 없잖아
가면 안 되는 길을
되풀이 하는 내 모습을 봐
이런 내가 이해가 안가
Yes no maybe
도대체 내 맘이 뭔지
다신 너를 안 보려 해도
또 너에게 가고 있어
이젠 no more baby
이러는 나를 난 hate me
너를 안 볼 수가 없어
그런데 볼 수도 없어
Yes no no yes no
No yes yes no yes
Yes no no yes no
No yes yes no yes
하지마 마지막이라고
하면서도 또 다시",2017,,,0.3428571429,0.28,순종자,https://is1-ssl.mzstatic.com/image/thumb/Music112/v4/7a/fb/9c/7afb9c85-451a-1400-7002-f4b4a09a0a92/738676856620.jpg/592x592bb.webp,279
여자친구 (GFRIEND),여성,시간을 달려서 (Rough),"다가서지 못하고 헤매이고 있어
좋아하지만 다른 곳을 보고 있어
가까워 지려고 하면 할수록
멀어져 가는 우리 둘의 마음처럼
만나지 못해 맴돌고 있어
우린 마치 평행선처럼
말도 안돼 우린 반드시 만날 거야
기다릴게 언제까지나
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 손을 잡아줄게
다가서려 해봐도 엇갈리고 있어
좋아한단 말도 아직 못하고 있어
머뭇거리는 널 보고 있으면
우린 아직도 많이 어리긴 한가 봐
좁혀지지 않아 한 끗 차이
우린 마치 평행선처럼
언젠가는 못다한 말을 전할 거야
다가갈게 언제까지나
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 손을 잡아줄게
시간 속에 갇혀 길을 헤매여도
그렇지만 우린 결국 만날 거야
진심인 것만 알아줘 정말
서툴기만 한대도
미처 말하지 못했어
다만 너를 좋아했어
어린 날의 꿈처럼 마치 기적처럼
시간을 달려서
어른이 될 수만 있다면
거친 세상 속에서 너를 안아줄게
이거 하나만 약속해
변치 않기를 바랄게
그때도 지금처럼 날 향해 웃어줘
시간이 흘러서
어른이 될 수만 있다면
엇갈림 그 속에서 손을 잡아줄게",2016,,2015,0.3409090909,1,순정파,https://is4-ssl.mzstatic.com/image/thumb/Music49/v4/ba/9d/53/ba9d53cd-30f7-079f-5c4e-5502ee28ea43/COVER-.jpg/592x592bb.webp,280
2am,남성,친구의 고백,"꽤 오래됐어
내 맘이 조금씩
변하기 시작한지
혼자서 괴로워한지
언제부턴가 네가 울때마다
너를 울리는 남자가 너무나 미웠어
차라리 내가 널 지키는게
나을지도 모른다는 생각이
이제는 내가 널 안아주고
사랑해주고 싶단 생각이 들었어
Baby 이제는 내게 와
And be my lady
너무나 오랫동안 지켜봤어
말 없이 서서
안타까운 가슴을 숨기며
친구로
친구로 지내야 한다는 이유로
목까지 차올랐던
그 고백을 참아야했어
하지만 이제는 고백할게
너를 사랑해
내 손을 잡고 나밖에 없다며
나같은 친구를 둔게
정말 큰 축복이라며
변치 말자고 말을 할때마다
조금씩 자라나는 내 사랑을 눌렀어
차라리 내가 널 지키는게
나을지도 모른다는 생각이
자꾸만 들었지만 참았어
너를 잃어버릴까 두려워
하지만
Baby 이제는 내게 와
And be my lady
너무나 오랫동안 지켜봤어
말 없이 서서
안타까운 가슴을 숨기며
친구로 Your friend
친구로 지내야 한단 이유로
목까지 차올랐던
그 고백을 참아야했어
하지만 이제는 고백할게
너를 사랑해",2009,2009,2008,0.3333333333,0.1481481481,순정파,,281
백예린 (Yerin Baek),여성,Bye bye my blue,"난 왜 니가 가진 것들을
부러워하는 걸까
감당하지도 못할 것들을
손에 꼭 쥐고서
여기서 무얼 얼만큼 더
나아지고픈 걸까
너도 똑같은 거 다 아는데
내가 이기적인 걸까
많이 가져도 난 아직 너 같진 않아
아픈 기억들 위로
매일 혼자 걸어 난
아플걸 알아도
자꾸 마음이 가나 봐
그래서 자꾸 네게 욕심을 내나 봐
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요
하고 싶은 말을 하는 게 불안해서
너를 밀어내고서
불편하게 만들어
듣고 싶은 말이 너무나 많은데도
바라지를 못하고
마음 아프게 기다려
나의 나의 나의 그대여
이름만 불러봐도 맘이 벅차요
난 더욱 더욱 더욱 크게 되어
널 가득 안고 싶고 그래요",2016,2016,2015,0.3214285714,0.5,,https://is4-ssl.mzstatic.com/image/thumb/Music122/v4/91/54/23/91542332-274e-534c-2dbd-da3fb162eb87/738676856453.jpg/592x592bb.webp,282
EXID,여성,낮보다는 밤,"밤에 밤에 너는 낮보다는 밤에
밤에 밤에 환한 낮보다는 밤에
밤에 이 밤에 어두운 방에
낮보다는 밤에 와
우리 이렇게 바쁜 일상 속 둘이 Uh
만날 시간은 없고 밖은 
사람들이 너무나도 많아
따가운 햇빛 
좋다기보단 그냥 눈부신 느낌 Uh
그런 느낌 느끼는 거 싫어 
밤에 너 하나로만 눈부시고 싶어
넌 내 살이 하얘 좋다면서 
대낮은 위험해 숨을 그늘이 없어
밤에 밤에 너랑 낮보다는 밤에
밤에 밤에 나는 낮보다는 밤에
밤에 밤에 우리 둘이서 이렇게
Oh Get It On Get It On 
Get It On Babe
낮보다는 밤에 와 
내일 또 와 아주 캄캄한 밤일수록 좋아
왜냐면 너가 없는 새 
밥 먹다가 체할 수도 있잖아
잘 자 잘 자 하며 토닥토닥 해주는 남자
난 그런 남자가 좋더라 
그냥 낮에 만나 데이트하고
그런 것도 좋지만은 너하곤
매일 함께 누워 밤을 새고 싶어
우리 둘의 맘처럼 채워진 보름달 보며
내 머리 어깨 무릎 발까지 너의 온기
맘까지 따듯해져 이리와 
My Baby Baby
Butterflies in my mind 
밤에 밤에 너랑 낮보다는 밤에
밤에 밤에 나는 낮보다는 밤에
밤에 밤에 우리 둘이서 이렇게 
Oh Get It On Get It On 
Get It On Babe
낮보다는 밤에 와 
oh 낮보다는 밤에 네가 있었으면 해
은은한 조명 속에 내가 예뻐 보이게
이리와 My Baby Baby No 
방해하는 사람 아무도 없게
낮보다는 밤에 와
밤에 밤에 너랑 낮보다는 밤에 
밤에 밤에 나는 낮보다는 밤에 
밤에 밤에 우리 둘이서 이렇게 Uh
Oh Get It On Get It On 
Get It On Babe
낮보다는 밤에 와
밤에 밤에 너는 낮보다는 밤에
밤에 밤에 환한 낮보다는 밤에
밤에 이 밤에 어두운 방에
낮보다는 밤에 와",2017,,2012,0.320754717,0.5517241379,불도저,https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/61/13/11/611311ba-fd41-51ec-678e-e38f9cc22754/886446448145.jpg/592x592bb.webp,283
FTISLAND (FT아일랜드),남성,너 올 때까지,"우린 아니라고
다를거라고 난 생각했어
이별을 알고도
영원한 사랑을 기대했어
마치 이별이 날
기다린 듯이 짜여진 소설처럼
이별은 준비없는
소나기처럼 나를 울리고가
너 올때까지 기다릴게
너 올때까지 잠시만 울게
비가오면 눈물인지
빗물인지 아무도 모를거야
너 언제까지 기다리면 돼
나 언제까지 아파하면 돼
죽을만큼 아프고 더 아파도
널 기다릴 거야 너 올때까지
끝이 아니라고
아닐거라고 난 생각했어
이별은 준비 없는
소나기처럼 나를 울리고가
너 올때까지 기다릴게
너 올때까지 잠시만 울게
비가오면 눈물인지
빗물인지 아무도 모를거야
너 언제까지 기다리면 돼
나 언제까지 아파하면 돼
죽을만큼 아프고
더 아파도 널 기다릴 거야
모든 건 그대로 인데
사랑도 그대로 인데
도대체 사랑하는 너는 없는데
나만 사랑한다고
내게 말했잖아
우리는 영원하자
약속했었잖아
죽어도 나만 사랑한다
약속했잖아
Don't goodbye Say goodbye
Don't goodbye
나의 사랑은 너 하나면 돼
나의 눈물은 너 하나면 돼
일년이 가고 십년이 가도
나는 널 기다릴거야
너 언제까지 기다리면 돼
나 언제까지 아파하면 돼
죽을만큼 아프고
더 아파도 널 기다릴거야
너 올때까지",2008,2007,2007,0.3125,0.1481481481,약한 자아,https://is4-ssl.mzstatic.com/image/thumb/Music69/v4/f1/97/4c/f1974c7e-8d7a-ce34-1d98-0b6ad13b3d81/The_Refreshment_Special_Album.jpg/592x592bb.webp,284
태연 (TAEYEON),여성,Rain,"텅 빈 회색 빛 거린 참 허전해
쓸쓸한 기분에 유리창을 열어
내민 두 손 위로 떨어진 빗방울
가득 고이는 그리움 나의 맘에 흘러
왠지 네가 보고픈 밤
차오르는 눈물
떠오르는 나의 맘 속
비가 오면 내리는 기억에
번지는 아픔에
흠뻑 쏟아지는 너를 보다
선명했던 그 시간에 멈춘 채
추억에 젖은 채
아름다웠던 너를 그려 in the Rain
길었던 참 눈이 부셨던 계절도
사진첩 속에 얼룩져 색이 바래질까
점점 깊어가는 이 밤
잊지 못한 약속
따뜻했던 품도 안녕
비가 오면 내리는 기억에
번지는 아픔에
흠뻑 쏟아지는 너를 보다
선명했던 그 시간에 멈춘 채
추억에 젖은 채
아름다웠던 너를 그려 in the Rain
흑백뿐인 세상 속
한줄기의 빛이 돼준 너
Rain 비가 되어 다가와
내 영혼을 환히 밝혀줘
Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Doo doo doo doo doo doo doo
Woo Woo Woo who who who 
우산 아래 나직했던 속삭임 Woo Woo 
가슴 한 켠에 퍼져 네가 들려
오늘 하루 내 안부를 묻듯이
편안한 빗소리
아련히 물든 기억 너란 빗속에
Woo Woo rain Woo
Dreaming in the Rain",2016,2016,2015,0.3055555556,0.5833333333,순수파,https://is5-ssl.mzstatic.com/image/thumb/Music124/v4/b7/19/25/b7192532-3aaf-135a-50be-154718cafadc/dj.axrvzqrv.jpg/592x592bb.webp,285
씨스타,여성,I Like That,"남자는 똑같다는 게 
그 말이 이제 이해돼
감이 오질 않아 너란 놈 이젠
있다 없다 왔다 갔다 하는 너를 
내가 바꿀 수 있다 믿었던 게 
나 그게 참 바보 같아 오
내 걱정은 하지마 너 하나 없다고
너만 사라지면 돼 그거면 충분해
나몰래 찌르고 다닌 
그 여자들이나 잘해줘
니가 좋아 널 사랑해 
너의 그 말 웃기지마 
넌 나 하나론 안돼 
넌 원래 그런 놈이야
널 본걸 신께 원망해
니가 좋아 ooh ooh ooh ooh ooh
널 사랑해 ooh ooh ooh ooh ooh
내가 올해들은 말 중에 
그 말이 최고야 I like that
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like smile
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like that 
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like smile
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like that
저리가 이제가 집에 가
약해지게 하지마 돌아가
제발제발 제발제발 제발
가버려 술이나 마셔 우유를 마시던지
그 잘난 입으로 어떤 여잘 꼬시던지
Play boy 넌 원래 유명인사
널 몰라본 내가 미친 거야
내 걱정은 하지마 제발 웃기지마
너만 사라지면 돼 그걸론 부족해
밤새워 찌르고 다닌 
그 여자들에게 가면 돼
니가 좋아 널 사랑해 
너의 그 말 웃기지마 
넌 나 하나론 안돼 
넌 원래 그런 놈이야
널 본걸 신께 원망해
니가 좋아 ooh ooh ooh ooh ooh
널 사랑해 ooh ooh ooh ooh ooh
내가 올해들은 말 중에 
그 말이 최고야 I like that
I'm so fine I'm so fine 
나를 생각한다면 Don't touch me 
I'm so fine I'm so fine 
나를 생각한다면 Don't touch me 
이제는 누굴 사랑하고 
이젠 누굴 믿는다는 게
쉽지 않을 것 같아 너 너 땜에
니가 좋아 널 사랑해 
너의 그 말 웃기지마 
넌 나 하나론 안돼 
넌 원래 그런 놈이야
널 본걸 신께 원망해
니가 좋아 ooh ooh ooh ooh ooh
널 사랑해 ooh ooh ooh ooh ooh
내가 올해들은 말 중에 
그 말이 최고야 I like that
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like smile
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like that 
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like smile
Ooh ooh ooh ooh ooh ooh ooh ooh 
I like that",2016,,2010,0.2957746479,0.1860465116,강한 자아,https://is5-ssl.mzstatic.com/image/thumb/Music18/v4/3e/43/e0/3e43e053-fa41-4ee1-a2fa-c13569f24f27/COVER-.jpg/592x592bb.webp,286
